 sindex, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, diffimgstatus, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 6062 653 16 1 ZTF_g 2503383046015 0 2.9072 81.2883 5.33347 26.2334 4.7158e-06 0.0339556 -0.0537065 9.7118e-06 1389 30. 0.066167 0.059995 20.2844 26.2334 1 2460257.883044 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 6063 653 16 2 ZTF_g 2503383046115 0 2.9533 77.5916 5.645 26.1336 5.0034e-06 0.0365065 -0.0443326 1.05099e-05 1559 30. 0.074402 0.060293 20.1071 26.1336 1 2460257.883044 653120161 1 53.23704565159 33.564777 1.764351 0.964090 15.64322497973 49.819675 0.316112 1.119393 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 6064 698 3 3 ZTF_g 2503384031015 0 2.7674 97.1427 6.18696 26.366 3.814e-06 0.0314176 -0.0662906 7.93086e-06 1478 30. 0.066609 0.056242 20.2862 26.366 1 2460257.8840394 698120110 1 -11.30631782193 32.473000 -0.387305 0.952524 -56.43359548749 51.266037 -1.108213 1.056235 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 6065 652 13 1 ZTF_i 2504225214815 33554432 2.4467 74.9262 7.45852 24.4322 1.56486e-05 0.0769305 0.166581 8.66691e-05 1083 30. 0.097656 0.085021 18.1827 24.4322 2 2460258.7252199 652120348 1 -48.53614633377 44.049339 -1.225690 0.905743 -55.07520135016 67.103081 -0.826283 1.125962 0.183438950417108 20.6730000114441 0.104999996721745 0.920000016689301 -0.0900000035762787 2458430.725000 2459220.679120 0
 6066 653 16 1 ZTF_i 2504297846015 0 2.0667 233.832 6.38387 25.4463 1.1635e-06 0.0245823 0.191279 8.11839e-06 1449 30. 0.068448 0.066292 19.6245 25.4463 2 2460258.7978472 653120360 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458387.852801 2458769.830660 57,61
 6067 653 16 2 ZTF_i 2504297846115 0 2.1119 218.545 6.53334 25.3651 1.3365e-06 0.027325 0.191467 9.48637e-06 1621 30. 0.071606 0.066253 19.4766 25.3651 2 2460258.7978472 653120361 1 12.21044970767 30.925909 0.439202 0.983543 -4.84772429794 54.429279 -0.089665 1.067453 0.222053743343301 20.6279999351501 0.125 1.25499999523163 -0.165999993681908 2458387.852801 2459130.846088 0
 6068 698 3 3 ZTF_i 2504298411015 0 1.9769 208.482 6.86008 25.5817 9.261e-07 0.0220015 0.182127 7.05879e-06 1500 30. 0.063884 0.051462 19.6621 25.5817 2 2460258.7984144 698120310 1 -8.94179029282 28.164202 -0.353168 0.993691 88.10839787103 55.377495 1.601766 1.028647 0.0723871330140563 20.5600000953674 0.0820000022649765 0.787000000476837 0.0780000016093254 2458434.741713 2459487.806088 0
 6069 698 3 3 ZTF_g 2505225811015 0 2.3484 98.661 5.9305 26.4033 2.7435e-06 0.0268092 -0.107261 5.50495e-06 1491 30. 0.057645 0.047204 20.5042 26.4033 1 2460259.7258102 698120110 1 19.3178944124 26.727549 0.803999 0.955458 10.9614639099 47.876419 0.230495 1.036152 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 6070 653 16 1 ZTF_g 2505226286015 0 2.1484 82.3778 5.04165 26.247 2.8152e-06 0.0268597 -0.0702351 5.43621e-06 1433 30. 0.058025 0.047577 20.6013 26.247 1 2460259.7262847 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 6071 653 16 2 ZTF_g 2505226286115 0 2.2377 78.8865 5.14306 26.1569 3.474e-06 0.0311124 -0.0734574 6.8939e-06 1608 30. 0.060071 0.047457 20.4496 26.1569 1 2460259.7262847 653120161 1 22.6942549281 27.187630 0.928537 0.939303 45.78093079708 48.169170 0.956821 1.078581 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 6072 652 13 1 ZTF_g 2505226754815 0 1.8127 71.1798 6.50957 26.1664 4.2959e-06 0.0338957 -0.059563 8.19976e-06 1522 30. 0.069979 0.050867 20.4603 26.1664 1 2460259.7267593 652120148 1 -12.68160887437 31.059319 -0.454190 0.822356 51.94137485193 55.769482 0.937631 1.126060 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 6073 652 13 1 ZTF_r 2505276414815 0 1.842 314.744 7.08476 26.0754 2.9314e-06 0.028056 0.0892012 5.53362e-06 1536 30. 0.069911 0.058531 20.2878 26.0754 1 2460259.776412 652120248 1 4.2597243965 31.080671 0.152456 0.919803 -4.96648940809 55.186146 -0.090601 1.111458 0.2331930961443 20.5160001754761 0.0509999990463257 0.794000029563904 0 2458303.966667 2458364.883264 0
 6074 653 16 2 ZTF_r 2505345826115 0 2.1308 259.609 6.11852 26.061 1.8673e-06 0.0227946 0.0904979 3.68071e-06 1608 30. 0.062134 0.053963 20.2244 26.061 1 2460259.8458218 653120261 1 23.73446030686 30.566414 0.863753 0.980406 -0.27646101913 51.988041 -0.005354 1.100561 0.0960824501012838 20.5690001487732 0.068000003695488 1.04299998283386 0.0240000002086163 2458301.945833 2458361.999051 0
 6075 653 16 1 ZTF_r 2505345826015 0 2.0563 228.663 6.17844 26.1483 1.5748e-06 0.0201087 0.0886752 3.03041e-06 1443 30. 0.05938 0.055035 20.2314 26.1483 1 2460259.8458218 653120260 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458301.945833 2458364.983044 57,61
 6076 698 3 3 ZTF_r 2505346811015 0 1.9333 191.636 6.59221 26.249 1.6345e-06 0.0207593 0.0849882 3.25905e-06 1496 30. 0.057623 0.048533 20.4006 26.249 1 2460259.8468171 698120210 1 93.38231298279 27.313774 3.803100 1.063527 87.75747436106 51.492764 1.715746 1.033134 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 6077 698 3 3 ZTF_i 2507222251015 0 1.6677 207.503 6.60449 25.5722 8.691e-07 0.0214007 0.190032 6.60702e-06 1507 30. 0.059039 0.053851 19.8517 25.5722 2 2460261.7222569 698120310 1 -26.97455045511 27.414928 -1.094515 0.939632 -2.31369910342 55.570984 -0.041915 1.030966 0.0723871330140563 20.5600000953674 0.0820000022649765 0.787000000476837 0.0780000016093254 2458434.741713 2459487.806088 0
 6078 653 16 1 ZTF_i 2507222716015 0 1.7861 236.414 6.1404 25.4604 9.162e-07 0.0219131 0.189592 6.24192e-06 1450 30. 0.062082 0.055019 19.7572 25.4604 2 2460261.7227199 653120360 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458387.852801 2458769.830660 57,61
 6079 653 16 2 ZTF_i 2507222716115 0 1.8605 218.748 6.33281 25.3649 7.823e-07 0.020869 0.191302 5.5946e-06 1623 30. 0.062667 0.053613 19.6059 25.3649 2 2460261.7227199 653120361 1 25.16967490156 24.874008 1.125607 1.017948 137.97010142878 49.307365 2.817010 1.037248 0.222053743343301 20.6279999351501 0.125 1.25499999523163 -0.165999993681908 2458387.852801 2459130.846088 0
 6080 652 13 1 ZTF_i 2507223194815 0 1.9257 184.305 6.69922 25.3596 1.2893e-06 0.0262047 0.207141 8.64842e-06 1539 30. 0.07575 0.059448 19.5348 25.3596 2 2460261.7231944 652120348 1 -30.83482472387 29.005060 -1.182558 1.027345 62.46031915683 55.062603 1.141991 1.062121 0.183438950417108 20.6730000114441 0.104999996721745 0.920000016689301 -0.0900000035762787 2458430.725000 2459220.679120 0
 6081 698 3 3 ZTF_r 2507247951015 0 1.674 192.916 6.50492 26.2564 1.6149e-06 0.0206519 0.085323 3.23659e-06 1494 30. 0.05557 0.050581 20.5592 26.2564 1 2460261.7479514 698120210 1 28.04875667721 24.721201 1.262115 0.989994 80.54079709764 50.436638 1.607626 1.027296 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 6082 652 13 1 ZTF_r 2507249284815 0 1.9666 313.901 6.77622 26.0933 2.4601e-06 0.0256684 0.0886884 4.65515e-06 1529 30. 0.068186 0.051385 20.2811 26.0933 1 2460261.7492824 652120248 1 -19.57633660079 28.441612 -0.765653 0.963858 -7.5690222 51.938614 -0.146712 1.078024 0.2331930961443 20.5160001754761 0.0509999990463257 0.794000029563904 0 2458303.966667 2458364.883264 0
 6083 653 16 2 ZTF_r 2507269716115 0 1.7345 248.523 6.27151 26.0046 1.5795e-06 0.0210327 0.0888633 3.10845e-06 1611 30. 0.055072 0.053513 20.2996 26.0046 1 2460261.7697106 653120261 1 3.03847634841 25.784790 0.131083 1.042110 -10.43155388441 47.369080 -0.221702 1.081759 0.0960824501012838 20.5690001487732 0.068000003695488 1.04299998283386 0.0240000002086163 2458301.945833 2458361.999051 0
 6084 653 16 1 ZTF_r 2507269716015 0 1.6745 216.744 6.31174 26.1003 1.6814e-06 0.0207707 0.0875816 3.23088e-06 1443 30. 0.054565 0.054916 20.3538 26.1003 1 2460261.7697106 653120260 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458301.945833 2458364.983044 57,61
 6085 652 13 1 ZTF_g 2507303704815 0 1.7655 72.2435 5.95501 26.1694 4.5243e-06 0.0347647 -0.0530815 8.70557e-06 1520 30. 0.077266 0.056594 20.5265 26.1694 1 2460261.8037037 652120148 1 -60.88148019715 26.692801 -2.537148 1.039881 42.87373393521 45.405388 0.950603 1.171369 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 6086 653 16 1 ZTF_g 2507304176015 0 2.0325 83.7684 4.86299 26.2377 3.1038e-06 0.028335 -0.0324369 6.05096e-06 1436 30. 0.058359 0.06331 20.7015 26.2377 1 2460261.8041782 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 6087 653 16 2 ZTF_g 2507304176115 0 2.0133 79.6207 5.19264 26.1555 4.3495e-06 0.0347217 -0.0392289 8.74261e-06 1600 30. 0.064562 0.062634 20.4729 26.1555 1 2460261.8041782 653120161 1 -1.2439227684 28.515135 -0.048526 0.934158 -10.38773500707 47.138699 -0.221849 1.147926 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 6088 698 3 3 ZTF_g 2507307521015 0 2.5941 100.083 5.68596 26.4458 3.5205e-06 0.030392 -0.12395 7.0344e-06 1488 30. 0.06232 0.048367 20.4981 26.4458 1 2460261.8075231 698120110 1 -19.42949614408 25.498566 -0.847619 0.946587 -24.68149371975 44.346638 -0.560307 1.030660 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 6089 652 13 1 ZTF_r 2514204594815 0 3.261 312.522 8.2515 26.0946 5.1545e-06 0.0372777 0.0939842 9.74792e-06 1539 30. 0.081647 0.074715 19.6204 26.0946 1 2460268.7045949 652120248 1 24.56056788939 50.478054 0.541241 0.980566 -5.22858021145 70.712379 -0.074440 1.154537 0.2331930961443 20.5160001754761 0.0509999990463257 0.794000029563904 0 2458303.966667 2458364.883264 0
 6090 652 13 1 ZTF_g 2514326644815 0 3.253 67.6482 6.20972 26.098 8.4295e-06 0.0443036 -0.0242562 1.8806e-05 1364 30. 0.087628 0.082256 19.8941 26.098 1 2460268.8266435 652120148 1 2.42658252924 40.836868 0.066099 1.032519 24.92528576629 55.842537 0.449356 1.277788 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 6091 653 16 2 ZTF_g 2514344206115 0 2.5496 64.8348 6.15562 25.945 5.9125e-06 0.0394055 -0.0534165 1.26284e-05 1541 30. 0.066821 0.058468 19.94 25.945 1 2460268.8442014 653120161 1 -2.01997929721 32.070404 -0.070064 1.009867 -3.65996591896 52.109219 -0.070709 1.090404 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 6092 653 16 1 ZTF_g 2514344206015 0 2.4643 67.8561 5.9131 26.0402 5.164e-06 0.0351672 -0.0585034 1.09035e-05 1373 30. 0.063367 0.059279 20.1055 26.0402 1 2460268.8442014 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 6093 698 3 3 ZTF_g 2514344671015 0 2.4176 80.1576 6.81984 26.1509 4.2208e-06 0.0327406 -0.0546109 8.91699e-06 1457 30. 0.062665 0.052475 20.0787 26.1509 1 2460268.8446759 698120110 1 18.8485421754 31.907318 0.657116 0.965001 -65.86260953538 54.711876 -1.211916 1.037649 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 6094 698 3 3 ZTF_r 2514370391015 0 3.0691 152.857 8.46717 26.0196 4.495e-06 0.0344383 0.0834851 9.01672e-06 1492 30. 0.076704 0.067931 19.5482 26.0196 1 2460268.8703935 698120210 1 23.58624442605 49.203503 0.533234 0.993949 62.78789292863 71.534103 0.883645 1.088114 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 6095 653 16 2 ZTF_r 2514391216115 33554432 2.9748 67.2504 11.5505 24.628 4.22399e-05 0.0656757 0.0629836 9.2968e-05 702 30. 0.091569 0.081177 17.8252 24.628 1 2460268.8912153 653120261 1 -66.03233377731 69.394897 -1.058483 0.867853 -114.34306686594 102.193199 -1.126427 1.117712 0.0960824501012838 20.5690001487732 0.068000003695488 1.04299998283386 0.0240000002086163 2458301.945833 2458361.999051 0
 6096 653 16 1 ZTF_r 2514391216015 33554432 2.9149 56.106 11.8437 24.6563 2.90355e-05 0.0513271 0.0804184 6.82068e-05 626 30. 0.082686 0.075701 17.8395 24.6563 1 2460268.8912153 653120260 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458301.945833 2458364.983044 57,61
 6097 652 13 1 ZTF_i 2530229214815 0 2.3847 180.397 6.32473 25.3418 2.0483e-06 0.0327862 0.197347 1.37222e-05 1525 30. 0.086704 0.07606 19.3601 25.3418 2 2460284.729213 652120348 1 -33.18074267501 32.713821 -1.128261 0.920756 -5.54157020583 53.762177 -0.103770 1.094840 0.183438950417108 20.6730000114441 0.104999996721745 0.920000016689301 -0.0900000035762787 2458430.725000 2459220.679120 0
 6098 1696 11 3 ZTF_i 2530241994215 0 1.8474 264.109 7.81568 25.8503 8.332e-07 0.0208167 0.194042 6.32017e-06 1504 30. 0.061532 0.055652 19.8716 25.8503 2 2460284.7419907 1696120342 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458744.025937 2459907.721910 57,61
 6099 698 3 3 ZTF_i 2531183431015 0 1.4623 209.271 6.63348 25.5814 1.0301e-06 0.0233227 0.188104 7.84317e-06 1517 30. 0.064976 0.075171 19.9143 25.5814 2 2460285.6834375 698120310 1 -1.963260583 23.030901 -0.094825 0.954288 72.02215166475 48.710449 1.488535 1.022298 0.0723871330140563 20.5600000953674 0.0820000022649765 0.787000000476837 0.0780000016093254 2458434.741713 2459487.806088 0
 6100 653 16 2 ZTF_i 2531183926115 0 1.8693 218.356 6.14421 25.3773 8.625e-07 0.0220217 0.187106 6.0611e-06 1625 30. 0.062979 0.053664 19.6342 25.3773 2 2460285.6839236 653120361 1 -5.79423112667 23.509918 -0.274157 1.003706 -0.22420893989 46.862728 -0.004817 1.033345 0.222053743343301 20.6279999351501 0.125 1.25499999523163 -0.165999993681908 2458387.852801 2459130.846088 56
 6101 653 16 1 ZTF_i 2531183926015 0 1.7655 237.402 6.2086 25.465 8.892e-07 0.0216418 0.187664 6.08258e-06 1456 30. 0.06037 0.055303 19.7445 25.465 2 2460285.6839236 653120360 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458387.852801 2458769.830660 57,61
 6102 652 13 1 ZTF_r 2533156534815 0 3.23 310.316 7.37024 26.0786 4.7375e-06 0.0356038 0.0908877 8.97265e-06 1531 30. 0.0851 0.073684 19.7551 26.0786 1 2460287.6565394 652120248 1 4.44463623271 43.714428 0.113101 1.083909 52.35893754318 60.793869 0.867054 1.181136 0.2331930961443 20.5160001754761 0.0509999990463257 0.794000029563904 0 2458303.966667 2458364.883264 0
 6103 652 13 1 ZTF_r 2533185164815 0 2.0352 314.053 7.00762 26.0991 2.1359e-06 0.0238813 0.0833979 4.02176e-06 1530 30. 0.070556 0.052091 20.1771 26.0991 2 2460287.685162 652120248 1 -6.25197136818 29.817308 -0.233240 1.002372 22.38080201078 54.410744 0.414101 1.070915 0.2331930961443 20.5160001754761 0.0509999990463257 0.794000029563904 0 2458303.966667 2458364.883264 0
 6104 652 13 1 ZTF_g 2533213574815 0 2.3364 71.801 5.99995 26.1797 4.7572e-06 0.0354886 -0.0601201 9.18139e-06 1510 30. 0.0782 0.055169 20.3165 26.1797 1 2460287.7135764 652120148 1 -17.0253141493 31.101545 -0.608931 1.053198 31.96987306552 50.822433 0.633287 1.143014 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 6105 698 3 3 ZTF_r 2534182921015 0 2.7008 190.503 7.04446 26.254 2.2585e-06 0.0245674 0.0872031 4.52065e-06 1505 30. 0.065543 0.055489 20.1241 26.254 2 2460288.6829282 698120210 1 68.46682724255 34.933304 2.180195 0.980273 81.68834231458 55.575882 1.479752 1.065848 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 6106 653 16 2 ZTF_r 2534183426115 0 3.0238 260.93 6.58377 26.0647 2.7214e-06 0.0275517 0.0928978 5.39718e-06 1608 30. 0.071231 0.062706 19.8616 26.0647 2 2460288.6834259 653120261 1 -17.5804281243 39.777931 -0.491634 1.006827 13.03579616283 57.913040 0.226609 1.144601 0.0960824501012838 20.5690001487732 0.068000003695488 1.04299998283386 0.0240000002086163 2458301.945833 2458361.999051 0
 6107 653 16 1 ZTF_r 2534183426015 0 2.9347 227.076 7.78509 26.1554 2.622e-06 0.0258954 0.0903354 5.04171e-06 1431 30. 0.072808 0.064021 19.9086 26.1554 2 2460288.6834259 653120260 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458301.945833 2458364.983044 57,61
 6108 652 13 1 ZTF_r 2534183904815 0 2.7461 310.875 7.52159 26.0849 3.0596e-06 0.0286612 0.0860871 5.78809e-06 1533 30. 0.077665 0.062948 19.8499 26.0849 2 2460288.6839005 652120248 1 27.68269249733 40.032009 0.769229 1.003443 32.33212229611 61.833073 0.526415 1.115381 0.2331930961443 20.5160001754761 0.0509999990463257 0.794000029563904 0 2458303.966667 2458364.883264 0
 6109 653 16 1 ZTF_r 2534195116015 0 2.9333 226.073 6.57324 26.1535 2.325e-06 0.0245416 0.0923766 4.47272e-06 1442 30. 0.072328 0.065531 19.8562 26.1535 1 2460288.6951157 653120260 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458301.945833 2458364.983044 57,61
 6110 653 16 2 ZTF_r 2534195116115 0 3.0158 261.091 6.53973 26.0659 2.7805e-06 0.0278047 0.0912236 5.47719e-06 1605 30. 0.071861 0.065784 19.8799 26.0659 1 2460288.6951157 653120261 1 30.61367990181 36.728043 0.927198 1.002050 -10.69475222842 53.449512 -0.201438 1.140303 0.0960824501012838 20.5690001487732 0.068000003695488 1.04299998283386 0.0240000002086163 2458301.945833 2458361.999051 0
 6111 698 3 3 ZTF_r 2534216781015 0 2.769 192.239 6.95847 26.2547 1.9039e-06 0.0225416 0.0835626 3.80944e-06 1503 30. 0.064174 0.054825 20.1274 26.2547 1 2460288.7167824 698120210 1 43.30956621772 37.195793 1.295224 0.962012 60.56646934428 58.632233 1.039947 1.071597 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 6112 698 3 3 ZTF_g 2534305261015 0 3.1265 97.8793 6.45771 26.3662 4.654e-06 0.0336572 -0.0724804 1.03491e-05 1434 30. 0.06946 0.060764 20.1503 26.3662 1 2460288.8052662 698120110 1 14.264316578 41.349705 0.383737 0.939378 20.52135052353 60.457005 0.341723 1.092283 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 6113 653 16 2 ZTF_g 2534310186115 0 3.3543 77.3372 5.93977 26.1051 6.3695e-06 0.0387375 -0.0332614 1.5002e-05 1442 30. 0.075253 0.069819 19.946 26.1051 1 2460288.8101852 653120161 1 -5.50582806612 41.447983 -0.147766 0.935139 -4.50240007644 56.878899 -0.079691 1.204369 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 6114 653 16 1 ZTF_g 2534310186015 0 3.2786 80.3527 5.60316 26.1992 6.1234e-06 0.0364519 -0.0249256 1.41781e-05 1287 30. 0.07309 0.066846 20.1328 26.1992 1 2460288.8101852 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 6115 652 13 1 ZTF_r 2535119224815 0 2.0559 251.67 9.34557 25.847 2.8224e-06 0.0273891 0.0915173 5.33326e-06 1523 30. 0.067252 0.058627 19.6862 25.847 2 2460289.6192245 652120248 1 -28.50815731631 41.370827 -0.766531 0.989298 -138.50035911277 71.282417 -1.956067 1.118474 0.2331930961443 20.5160001754761 0.0509999990463257 0.794000029563904 0 2458303.966667 2458364.883264 0
 6116 698 3 3 ZTF_r 2535119691015 0 2.4721 158.229 8.48633 26.0616 2.8487e-06 0.0276346 0.0664276 5.69273e-06 1512 30. 0.063583 0.05214 19.7518 26.0616 2 2460289.6196991 698120210 1 14.27486778889 41.045536 0.386866 0.961092 -41.76031487663 72.212814 -0.582190 1.043141 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 6117 652 13 1 ZTF_r 2535157744815 33554432 1.8736 166.449 11.1563 25.396 7.0445e-06 0.0431425 0.085366 1.32086e-05 1514 30. 0.064434 0.053631 19.0368 25.396 1 2460289.6577431 652120248 1 0.19654720492 48.799801 0.004480 0.987718 -32.71857650478 91.148026 -0.361379 1.077234 0.2331930961443 20.5160001754761 0.0509999990463257 0.794000029563904 0 2458303.966667 2458364.883264 0
 6118 652 13 1 ZTF_g 2535197704815 0 2.2018 67.6659 6.29845 26.1025 4.8288e-06 0.0353702 -0.056219 9.56187e-06 1489 30. 0.076319 0.056899 20.2058 26.1025 1 2460289.6977083 652120148 1 19.73209753681 33.893219 0.647613 0.991244 19.96318976833 55.368279 0.362981 1.165877 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 6119 1696 11 3 ZTF_r 2535267264215 0 1.7713 429.313 8.22613 26.3717 2.0115e-06 0.0229326 0.0991186 3.98122e-06 1494 30. 0.058346 0.053291 20.4329 26.3717 2 2460289.7672685 1696120242 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458346.002963 2458765.880104 57,61
 6120 698 3 3 ZTF_r 2536191871015 0 1.3663 193.237 6.79013 26.2586 2.0384e-06 0.0233443 0.0822261 4.07941e-06 1509 30. 0.070753 0.08537 20.6532 26.2586 1 2460290.691875 698120210 1 11.03652523832 22.618309 0.542784 0.924896 27.60616588445 49.107578 0.565943 1.023790 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 6121 653 16 2 ZTF_r 2536198636115 0 1.7878 263.684 6.28664 26.0679 1.7427e-06 0.0219578 0.0886589 3.43131e-06 1605 30. 0.054429 0.049981 20.3415 26.0679 1 2460290.6986343 653120261 1 63.4929116347 29.131582 2.424465 0.952137 19.27580434868 53.810345 0.360630 1.074066 0.0960824501012838 20.5690001487732 0.068000003695488 1.04299998283386 0.0240000002086163 2458301.945833 2458361.999051 0
 6122 653 16 1 ZTF_r 2536198636015 0 1.685 228.823 6.30201 26.1595 1.8248e-06 0.021696 0.0891338 3.50068e-06 1446 30. 0.053375 0.050573 20.4242 26.1595 1 2460290.6986343 653120260 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458301.945833 2458364.983044 57,61
 6123 653 16 1 ZTF_g 2536217346015 0 1.8762 82.9122 4.95529 26.246 2.7084e-06 0.0264182 -0.0515085 5.28113e-06 1442 30. 0.054854 0.052873 20.7394 26.246 1 2460290.7173495 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 6124 653 16 2 ZTF_g 2536217346115 0 2.1065 79.9878 5.31179 26.1518 3.237e-06 0.0299394 -0.0551723 6.45159e-06 1604 30. 0.057791 0.053069 20.4799 26.1518 1 2460290.7173495 653120161 1 27.26502654048 27.302898 1.110841 0.912841 -5.36702974587 47.453850 -0.113862 1.105856 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 6125 698 3 3 ZTF_g 2536217901015 0 2.8889 100.483 5.76868 26.4843 4.6222e-06 0.0346961 -0.150231 9.49066e-06 1489 30. 0.067939 0.051107 20.4202 26.4843 1 2460290.7179051 698120110 1 19.56719767177 25.359846 0.858296 1.109182 2.16736566753 42.348793 0.051524 1.031942 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 6126 652 13 1 ZTF_r 2537158444815 0 2.8675 312.329 6.96781 26.0876 3.6947e-06 0.0313919 0.0877749 6.97186e-06 1528 30. 0.083707 0.06754 19.8851 26.0876 1 2460291.6584491 652120248 1 -20.83674827693 39.713612 -0.583640 0.935562 -9.94488164991 60.245209 -0.166185 1.116057 0.2331930961443 20.5160001754761 0.0509999990463257 0.794000029563904 0 2458303.966667 2458364.883264 0
